,class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
2342,e,5,0,2,1,5,1,0,1,9,0,1,2,2,6,7,0,2,1,4,3,2,0
2343,e,2,0,4,1,5,1,0,1,10,0,1,2,2,7,7,0,2,1,4,3,2,0
2344,e,5,3,4,1,5,1,0,1,7,0,1,2,2,6,6,0,2,1,4,3,1,0
2345,e,5,3,3,1,5,1,0,1,9,0,1,2,2,3,6,0,2,1,4,2,2,0
2346,e,5,0,8,0,5,1,1,1,3,0,3,2,0,7,7,0,2,1,0,3,3,1
2347,e,2,3,3,1,5,1,0,1,10,0,1,2,2,3,3,0,2,1,4,3,1,0
2348,e,2,2,3,0,5,1,1,1,5,0,3,0,0,7,7,0,2,1,0,3,3,1
2349,e,2,0,4,1,5,1,0,1,9,0,1,2,2,3,7,0,2,1,4,3,1,0
2350,e,5,3,2,1,5,1,0,1,10,0,1,2,2,7,7,0,2,1,4,2,1,0
2351,p,2,3,8,1,6,1,0,0,10,1,3,2,2,7,7,0,2,1,4,3,3,5
2352,e,5,3,3,1,5,1,0,1,5,0,1,2,2,7,3,0,2,1,4,2,2,0
2353,e,2,0,4,1,5,1,0,1,10,0,1,2,2,7,7,0,2,1,4,2,1,0
2354,e,5,0,3,1,5,1,0,1,10,0,1,2,2,3,3,0,2,1,4,3,1,0
2355,e,5,0,2,1,5,1,0,1,5,0,1,2,2,6,3,0,2,1,4,2,2,0
2356,e,2,0,3,1,5,1,0,1,5,0,1,2,2,3,7,0,2,1,4,2,2,0
2357,e,5,3,4,1,5,1,0,1,7,0,1,2,2,6,3,0,2,1,4,3,1,0
2358,e,5,3,2,1,5,1,0,1,5,0,1,2,2,6,7,0,2,1,4,2,1,0
2359,e,5,3,4,1,5,1,0,1,5,0,1,2,2,6,3,0,2,1,4,3,2,0
2360,e,5,3,4,1,5,1,0,1,5,0,1,2,2,7,7,0,2,1,4,3,1,0
2361,e,2,0,4,1,5,1,0,1,7,0,1,2,2,3,7,0,2,1,4,2,1,0
2362,e,5,3,3,1,5,1,0,1,9,0,1,2,2,3,6,0,2,1,4,2,1,0
2363,e,5,3,4,1,5,1,0,1,5,0,1,2,2,7,6,0,2,1,4,2,1,0
2364,e,5,0,2,1,5,1,0,1,10,0,1,2,2,7,3,0,2,1,4,2,2,0
2365,e,2,0,4,1,5,1,0,1,7,0,1,2,2,6,3,0,2,1,4,2,1,0
2366,e,5,0,2,1,5,1,0,1,5,0,1,2,2,7,7,0,2,1,4,2,2,0
2367,e,2,2,8,0,5,1,1,1,4,0,3,2,2,7,7,0,2,1,0,3,6,1
2368,e,5,3,4,1,5,1,0,1,5,0,1,2,2,3,7,0,2,1,4,2,2,0
2369,e,5,0,3,1,5,1,0,1,10,0,1,2,2,3,3,0,2,1,4,2,1,0
2370,e,5,0,4,1,5,1,0,1,10,0,1,2,2,6,7,0,2,1,4,2,1,0
2371,e,5,0,2,1,5,1,0,1,7,0,1,2,2,3,3,0,2,1,4,3,1,0
2372,e,2,0,4,1,5,1,0,1,5,0,1,2,2,3,6,0,2,1,4,2,1,0
2373,e,5,0,4,1,5,1,0,1,9,0,1,2,2,7,6,0,2,1,4,3,2,0
2374,e,5,3,4,1,5,1,0,1,7,0,1,2,2,7,3,0,2,1,4,3,1,0
2375,p,2,2,8,1,6,1,0,0,10,1,3,2,2,7,7,0,2,1,4,3,2,5
2376,e,5,0,3,1,5,1,0,1,10,0,1,2,2,3,3,0,2,1,4,2,2,0
2377,e,2,2,8,0,5,1,1,1,4,0,3,2,2,7,7,0,2,1,0,2,3,1
2378,e,5,2,3,0,5,1,1,1,7,0,3,2,0,7,7,0,2,1,0,3,3,1
2379,e,5,0,3,1,5,1,0,1,7,0,1,2,2,6,3,0,2,1,4,2,2,0
2380,e,2,0,4,1,5,1,0,1,5,0,1,2,2,6,3,0,2,1,4,2,1,0
2381,e,5,0,2,1,5,1,0,1,5,0,1,2,2,3,3,0,2,1,4,2,2,0
2382,e,5,3,3,1,5,1,0,1,5,0,1,2,2,6,3,0,2,1,4,2,2,0
2383,e,2,0,4,1,5,1,0,1,9,0,1,2,2,7,3,0,2,1,4,2,1,0
2384,e,5,0,4,1,5,1,0,1,10,0,1,2,2,6,6,0,2,1,4,3,2,0
2385,p,5,0,3,0,2,1,0,1,3,1,1,1,1,4,4,0,2,1,2,1,1,0
2386,e,5,3,2,1,5,1,0,1,10,0,1,2,2,3,3,0,2,1,4,2,1,0
2387,e,5,0,4,0,5,1,1,1,3,0,3,2,2,7,7,0,2,1,0,2,6,1
2388,p,5,2,8,1,6,1,0,0,5,1,3,2,2,7,7,0,2,1,4,3,2,1
2389,e,5,3,3,1,5,1,0,1,7,0,1,2,2,6,6,0,2,1,4,3,1,0
2390,e,2,0,4,1,5,1,0,1,5,0,1,2,2,7,7,0,2,1,4,3,2,0
2391,e,5,0,4,1,5,1,0,1,7,0,1,2,2,3,6,0,2,1,4,2,1,0
2392,e,5,3,3,1,5,1,0,1,9,0,1,2,2,6,7,0,2,1,4,2,2,0
2393,e,5,3,3,1,5,1,0,1,10,0,1,2,2,6,6,0,2,1,4,2,2,0
2394,e,2,0,4,1,5,1,0,1,9,0,1,2,2,6,6,0,2,1,4,3,2,0
2395,e,2,0,4,1,5,1,0,1,9,0,1,2,2,3,7,0,2,1,4,2,1,0
2396,e,5,0,3,1,5,1,0,1,9,0,1,2,2,7,3,0,2,1,4,2,2,0
2397,e,2,0,3,1,5,1,0,1,5,0,1,2,2,3,6,0,2,1,4,3,1,0
2398,e,5,3,2,1,5,1,0,1,9,0,1,2,2,3,3,0,2,1,4,3,1,0
2399,e,5,0,2,1,5,1,0,1,5,0,1,2,2,7,7,0,2,1,4,2,1,0
2400,p,5,2,8,1,6,1,0,0,5,1,3,2,2,7,7,0,2,1,4,2,2,1
2401,e,2,0,3,1,5,1,0,1,5,0,1,2,2,7,7,0,2,1,4,2,2,0
2402,e,5,0,3,1,5,1,0,1,7,0,1,2,2,3,6,0,2,1,4,2,2,0
2403,e,2,3,2,1,5,1,0,1,10,0,1,2,2,7,6,0,2,1,4,2,2,0
2404,e,2,3,3,1,5,1,0,1,7,0,1,2,2,6,6,0,2,1,4,2,2,0
2405,e,5,3,4,1,5,1,0,1,10,0,1,2,2,7,7,0,2,1,4,3,2,0
2406,e,5,3,2,1,5,1,0,1,10,0,1,2,2,3,7,0,2,1,4,3,1,0
2407,e,5,0,2,1,5,1,0,1,10,0,1,2,2,7,7,0,2,1,4,3,1,0
2408,e,5,3,2,1,5,1,0,1,10,0,1,2,2,3,7,0,2,1,4,2,1,0
2409,e,2,0,3,1,5,1,0,1,5,0,1,2,2,6,3,0,2,1,4,3,1,0
2410,e,5,0,3,1,5,1,0,1,7,0,1,2,2,7,7,0,2,1,4,2,2,0
2411,e,2,0,4,1,5,1,0,1,7,0,1,2,2,7,6,0,2,1,4,3,2,0
2412,e,5,3,4,1,5,1,0,1,7,0,1,2,2,6,6,0,2,1,4,3,2,0
2413,e,5,3,3,1,5,1,0,1,5,0,1,2,2,6,6,0,2,1,4,2,2,0
2414,e,5,0,3,1,5,1,0,1,9,0,1,2,2,6,6,0,2,1,4,3,2,0
2415,e,5,3,4,1,5,1,0,1,7,0,1,2,2,6,6,0,2,1,4,2,1,0
2416,e,2,0,4,1,5,1,0,1,10,0,1,2,2,3,6,0,2,1,4,3,2,0
2417,e,5,3,4,1,5,1,0,1,9,0,1,2,2,3,7,0,2,1,4,2,1,0
2418,e,5,3,4,1,5,1,0,1,7,0,1,2,2,6,3,0,2,1,4,2,1,0
2419,e,2,0,4,1,5,1,0,1,7,0,1,2,2,6,3,0,2,1,4,2,2,0
2420,e,5,0,4,1,5,1,0,1,9,0,1,2,2,6,3,0,2,1,4,3,1,0
2421,e,5,0,4,1,5,1,0,1,7,0,1,2,2,3,7,0,2,1,4,3,2,0
2422,e,5,3,4,1,5,1,0,1,7,0,1,2,2,3,6,0,2,1,4,2,1,0
2423,e,2,0,3,1,5,1,0,1,5,0,1,2,2,6,6,0,2,1,4,3,1,0
2424,e,5,0,2,1,5,1,0,1,9,0,1,2,2,7,7,0,2,1,4,3,1,0
2425,e,2,0,4,1,5,1,0,1,7,0,1,2,2,3,3,0,2,1,4,3,2,0
2426,p,5,2,5,0,1,1,0,0,2,1,1,2,2,7,7,0,2,1,4,2,2,0
2427,e,5,0,2,1,5,1,0,1,9,0,1,2,2,6,6,0,2,1,4,3,1,0
2428,e,2,0,4,1,5,1,0,1,10,0,1,2,2,6,3,0,2,1,4,2,1,0
2429,e,5,0,4,1,5,1,0,1,10,0,1,2,2,6,6,0,2,1,4,2,1,0
2430,e,2,0,2,1,5,1,0,1,9,0,1,2,2,6,3,0,2,1,4,3,2,0
2431,e,5,3,2,1,5,1,0,1,5,0,1,2,2,7,3,0,2,1,4,2,1,0
2432,e,5,0,3,1,5,1,0,1,10,0,1,2,2,7,3,0,2,1,4,3,1,0
2433,e,5,0,3,1,5,1,0,1,5,0,1,2,2,6,7,0,2,1,4,3,1,0
2434,e,5,0,3,1,5,1,0,1,7,0,1,2,2,3,7,0,2,1,4,2,2,0
2435,e,5,0,3,1,5,1,0,1,9,0,1,2,2,6,3,0,2,1,4,3,1,0
2436,e,2,0,3,1,5,1,0,1,7,0,1,2,2,7,3,0,2,1,4,3,1,0
2437,e,5,0,2,1,5,1,0,1,9,0,1,2,2,7,3,0,2,1,4,3,2,0
2438,e,2,3,4,1,5,1,0,1,7,0,1,2,2,6,3,0,2,1,4,2,1,0
2439,e,2,3,2,1,5,1,0,1,9,0,1,2,2,3,7,0,2,1,4,2,2,0
2440,e,5,3,3,1,5,1,0,1,9,0,1,2,2,7,7,0,2,1,4,3,1,0
2441,e,5,3,3,1,5,1,0,1,10,0,1,2,2,6,6,0,2,1,4,2,1,0
2442,e,5,0,3,1,5,1,0,1,5,0,1,2,2,6,7,0,2,1,4,2,1,0
2443,p,5,0,3,0,2,1,0,1,3,1,1,1,1,0,0,0,2,1,2,1,1,1
2444,e,5,3,4,1,5,1,0,1,9,0,1,2,2,7,6,0,2,1,4,2,2,0
2445,e,5,3,2,1,5,1,0,1,7,0,1,2,2,3,6,0,2,1,4,3,1,0
2446,e,5,0,4,1,5,1,0,1,10,0,1,2,2,6,3,0,2,1,4,2,2,0
2447,e,2,0,4,1,5,1,0,1,7,0,1,2,2,7,7,0,2,1,4,3,1,0
2448,e,2,0,4,1,5,1,0,1,7,0,1,2,2,6,7,0,2,1,4,2,2,0
2449,e,2,0,3,1,5,1,0,1,5,0,1,2,2,7,7,0,2,1,4,2,1,0
2450,e,2,0,3,1,5,1,0,1,7,0,1,2,2,6,7,0,2,1,4,3,1,0
2451,e,5,3,3,1,5,1,0,1,10,0,1,2,2,6,6,0,2,1,4,3,1,0
2452,e,5,0,3,0,5,1,1,1,4,0,3,2,0,7,7,0,2,1,0,3,6,1
2453,e,5,3,3,1,5,1,0,1,5,0,1,2,2,7,7,0,2,1,4,2,1,0
2454,e,5,0,2,1,5,1,0,1,7,0,1,2,2,7,6,0,2,1,4,2,1,0
2455,e,2,0,4,1,5,1,0,1,7,0,1,2,2,6,6,0,2,1,4,2,2,0
2456,e,5,3,2,1,5,1,0,1,5,0,1,2,2,3,7,0,2,1,4,3,1,0
2457,e,5,0,3,1,5,1,0,1,7,0,1,2,2,7,7,0,2,1,4,3,2,0
2458,e,5,0,4,1,5,1,0,1,7,0,1,2,2,3,3,0,2,1,4,2,1,0
2459,e,5,3,2,1,5,1,0,1,10,0,1,2,2,7,6,0,2,1,4,3,2,0
2460,e,5,0,4,1,5,1,0,1,10,0,1,2,2,7,6,0,2,1,4,2,2,0
2461,e,2,0,3,1,5,1,0,1,7,0,1,2,2,7,7,0,2,1,4,2,1,0
2462,e,5,3,3,1,5,1,0,1,5,0,1,2,2,3,7,0,2,1,4,2,1,0
2463,e,5,3,3,1,5,1,0,1,9,0,1,2,2,7,6,0,2,1,4,2,2,0
2464,e,2,0,4,1,5,1,0,1,9,0,1,2,2,6,7,0,2,1,4,3,1,0
2465,e,5,0,3,1,5,1,0,1,7,0,1,2,2,3,3,0,2,1,4,2,2,0
2466,e,2,0,4,1,5,1,0,1,7,0,1,2,2,3,6,0,2,1,4,3,2,0
2467,e,5,3,2,1,5,1,0,1,7,0,1,2,2,6,7,0,2,1,4,2,2,0
2468,e,5,0,4,1,5,1,0,1,9,0,1,2,2,6,6,0,2,1,4,2,1,0
2469,e,5,3,3,1,5,1,0,1,10,0,1,2,2,3,6,0,2,1,4,2,2,0
2470,e,2,0,3,1,5,1,0,1,7,0,1,2,2,7,3,0,2,1,4,2,2,0
2471,e,5,0,3,1,5,1,0,1,7,0,1,2,2,7,3,0,2,1,4,3,2,0
2472,e,5,0,4,1,5,1,0,1,10,0,1,2,2,3,3,0,2,1,4,2,2,0
2473,e,5,3,3,1,5,1,0,1,10,0,1,2,2,6,7,0,2,1,4,3,2,0
2474,e,5,3,3,1,5,1,0,1,7,0,1,2,2,7,6,0,2,1,4,3,1,0
2475,e,5,3,2,1,5,1,0,1,5,0,1,2,2,7,6,0,2,1,4,3,2,0
2476,e,5,3,4,1,5,1,0,1,10,0,1,2,2,6,3,0,2,1,4,2,2,0
2477,e,5,3,3,1,5,1,0,1,9,0,1,2,2,7,3,0,2,1,4,2,1,0
2478,p,2,3,4,1,6,1,0,0,4,1,3,2,2,7,7,0,2,1,4,2,3,5
2479,e,5,2,3,0,5,1,1,1,5,0,3,0,2,7,7,0,2,1,0,3,3,1
2480,e,5,0,3,1,5,1,0,1,9,0,1,2,2,3,6,0,2,1,4,2,2,0
2481,e,5,0,2,1,5,1,0,1,5,0,1,2,2,7,3,0,2,1,4,2,1,0
2482,p,5,2,5,0,1,1,1,0,9,1,1,2,2,7,7,0,2,1,4,3,3,0
2483,e,5,3,4,1,5,1,0,1,10,0,1,2,2,6,6,0,2,1,4,2,1,0
2484,e,5,0,2,1,5,1,0,1,7,0,1,2,2,7,3,0,2,1,4,2,2,0
2485,e,5,3,4,1,5,1,0,1,7,0,1,2,2,7,7,0,2,1,4,3,1,0
2486,e,5,3,2,1,5,1,0,1,9,0,1,2,2,6,3,0,2,1,4,2,2,0
2487,e,5,2,8,0,5,1,1,1,4,0,3,2,2,7,7,0,2,1,0,3,3,1
2488,e,2,0,3,1,5,1,0,1,7,0,1,2,2,3,6,0,2,1,4,3,2,0
2489,e,5,3,3,1,5,1,0,1,5,0,1,2,2,3,6,0,2,1,4,3,2,0
2490,e,5,3,3,1,5,1,0,1,5,0,1,2,2,6,6,0,2,1,4,3,2,0
2491,e,5,0,2,1,5,1,0,1,5,0,1,2,2,3,7,0,2,1,4,3,1,0
2492,e,5,3,3,1,5,1,0,1,5,0,1,2,2,6,7,0,2,1,4,2,2,0
2493,e,5,3,3,1,5,1,0,1,10,0,1,2,2,7,6,0,2,1,4,3,2,0
2494,e,5,0,2,1,5,1,0,1,7,0,1,2,2,3,6,0,2,1,4,2,1,0
2495,p,2,3,8,1,6,1,0,0,7,1,3,2,2,7,7,0,2,1,4,3,2,5
2496,e,2,0,4,1,5,1,0,1,9,0,1,2,2,7,7,0,2,1,4,3,1,0
2497,e,5,0,2,1,5,1,0,1,10,0,1,2,2,3,7,0,2,1,4,2,1,0
2498,e,5,0,2,1,5,1,0,1,5,0,1,2,2,6,6,0,2,1,4,3,2,0
2499,e,5,3,3,1,5,1,0,1,7,0,1,2,2,7,3,0,2,1,4,2,2,0
2500,e,2,2,8,0,5,1,1,1,3,0,3,0,0,7,7,0,2,1,0,2,3,1
2501,e,5,0,4,0,5,1,1,1,4,0,3,0,2,7,7,0,2,1,0,3,6,1
2502,e,5,0,4,1,5,1,0,1,10,0,1,2,2,6,6,0,2,1,4,2,2,0
2503,e,2,0,4,1,5,1,0,1,5,0,1,2,2,6,3,0,2,1,4,3,2,0
2504,e,5,3,2,1,5,1,0,1,7,0,1,2,2,7,3,0,2,1,4,3,1,0
2505,e,5,3,2,1,5,1,0,1,9,0,1,2,2,6,6,0,2,1,4,3,1,0
2506,e,5,3,2,1,5,1,0,1,7,0,1,2,2,6,7,0,2,1,4,3,1,0
2507,e,2,0,4,1,5,1,0,1,10,0,1,2,2,7,6,0,2,1,4,2,1,0
2508,e,5,0,3,1,5,1,0,1,10,0,1,2,2,7,7,0,2,1,4,2,2,0
2509,e,2,0,4,1,5,1,0,1,10,0,1,2,2,7,3,0,2,1,4,2,2,0
2510,e,2,0,2,1,5,1,0,1,5,0,1,2,2,7,6,0,2,1,4,3,1,0
2511,e,5,3,2,1,5,1,0,1,10,0,1,2,2,6,6,0,2,1,4,3,2,0
2512,p,5,2,8,0,1,1,1,0,7,1,1,2,2,7,7,0,2,1,4,3,3,0
2513,e,2,0,4,1,5,1,0,1,9,0,1,2,2,6,6,0,2,1,4,2,1,0
2514,e,2,0,3,1,5,1,0,1,7,0,1,2,2,6,6,0,2,1,4,3,1,0
2515,e,2,0,4,1,5,1,0,1,9,0,1,2,2,7,7,0,2,1,4,2,2,0
2516,e,5,3,4,1,5,1,0,1,7,0,1,2,2,6,3,0,2,1,4,2,2,0
2517,e,5,0,2,1,5,1,0,1,10,0,1,2,2,3,6,0,2,1,4,2,1,0
2518,e,2,2,8,0,5,1,1,1,5,0,3,0,2,7,7,0,2,1,0,3,3,1
2519,e,5,3,3,1,5,1,0,1,9,0,1,2,2,6,6,0,2,1,4,3,1,0
2520,e,5,0,2,1,5,1,0,1,7,0,1,2,2,6,6,0,2,1,4,2,2,0
2521,e,2,0,4,1,5,1,0,1,5,0,1,2,2,7,3,0,2,1,4,3,2,0
2522,e,2,0,4,1,5,1,0,1,7,0,1,2,2,7,3,0,2,1,4,2,2,0
2523,e,5,3,4,1,5,1,0,1,5,0,1,2,2,3,7,0,2,1,4,2,1,0
2524,e,5,3,3,1,5,1,0,1,5,0,1,2,2,7,6,0,2,1,4,3,1,0
2525,e,5,3,4,1,5,1,0,1,5,0,1,2,2,7,7,0,2,1,4,2,2,0
2526,e,5,0,3,1,5,1,0,1,9,0,1,2,2,6,7,0,2,1,4,3,1,0
2527,e,5,3,4,1,5,1,0,1,10,0,1,2,2,7,7,0,2,1,4,2,1,0
2528,e,5,3,4,1,5,1,0,1,7,0,1,2,2,7,6,0,2,1,4,2,2,0
2529,e,2,0,4,1,5,1,0,1,7,0,1,2,2,6,7,0,2,1,4,3,1,0
2530,e,5,3,3,1,5,1,0,1,5,0,1,2,2,7,6,0,2,1,4,3,2,0
2531,e,5,3,2,1,5,1,0,1,10,0,1,2,2,6,6,0,2,1,4,2,1,0
2532,e,5,3,4,1,5,1,0,1,5,0,1,2,2,6,6,0,2,1,4,2,1,0
2533,p,5,0,3,0,2,1,0,1,2,1,1,1,1,4,0,0,2,1,2,1,1,4
2534,e,2,0,3,1,5,1,0,1,9,0,1,2,2,6,6,0,2,1,4,2,2,0
2535,e,5,3,2,1,5,1,0,1,9,0,1,2,2,3,3,0,2,1,4,2,2,0
2536,p,5,0,3,0,2,1,0,1,3,1,1,1,1,6,0,0,2,1,2,1,2,0
2537,e,5,3,2,1,5,1,0,1,5,0,1,2,2,7,7,0,2,1,4,2,2,0
2538,e,5,0,2,1,5,1,0,1,5,0,1,2,2,7,3,0,2,1,4,2,2,0
2539,p,5,0,3,0,2,1,0,1,3,1,1,1,1,0,4,0,2,1,2,1,1,0
2540,p,5,0,5,0,1,1,1,0,5,1,1,2,2,7,7,0,2,1,4,3,3,0
2541,e,5,0,3,1,5,1,0,1,9,0,1,2,2,7,7,0,2,1,4,2,2,0
2542,e,2,0,3,1,5,1,0,1,7,0,1,2,2,6,3,0,2,1,4,3,1,0
2543,e,5,0,3,1,5,1,0,1,9,0,1,2,2,7,6,0,2,1,4,3,2,0
2544,e,5,3,3,1,5,1,0,1,10,0,1,2,2,7,6,0,2,1,4,2,1,0
2545,e,5,3,3,1,5,1,0,1,5,0,1,2,2,7,3,0,2,1,4,3,2,0
2546,e,2,0,3,1,5,1,0,1,5,0,1,2,2,3,3,0,2,1,4,3,1,0
2547,e,5,0,3,1,5,1,0,1,10,0,1,2,2,7,6,0,2,1,4,3,1,0
2548,e,5,0,2,1,5,1,0,1,7,0,1,2,2,3,6,0,2,1,4,2,2,0
2549,e,5,0,4,1,5,1,0,1,10,0,1,2,2,7,7,0,2,1,4,2,1,0
2550,e,5,3,4,1,5,1,0,1,9,0,1,2,2,6,3,0,2,1,4,2,2,0
2551,e,2,0,4,1,5,1,0,1,7,0,1,2,2,7,3,0,2,1,4,2,1,0
2552,e,2,0,4,1,5,1,0,1,9,0,1,2,2,6,7,0,2,1,4,3,2,0
2553,e,2,0,3,1,5,1,0,1,5,0,1,2,2,6,3,0,2,1,4,2,1,0
2554,e,5,0,3,1,5,1,0,1,7,0,1,2,2,7,3,0,2,1,4,2,1,0
2555,e,5,3,4,1,5,1,0,1,9,0,1,2,2,6,6,0,2,1,4,3,2,0
2556,e,5,3,2,1,5,1,0,1,10,0,1,2,2,6,3,0,2,1,4,3,2,0
2557,e,2,0,4,1,5,1,0,1,9,0,1,2,2,6,3,0,2,1,4,3,2,0
2558,e,5,3,3,1,5,1,0,1,5,0,1,2,2,6,7,0,2,1,4,3,2,0
2559,e,5,3,4,1,5,1,0,1,9,0,1,2,2,6,3,0,2,1,4,2,1,0
2560,p,5,0,8,0,1,1,0,0,2,1,1,2,2,7,7,0,2,1,4,2,2,0
2561,e,2,0,4,1,5,1,0,1,9,0,1,2,2,7,6,0,2,1,4,2,1,0
2562,e,5,3,2,1,5,1,0,1,10,0,1,2,2,6,7,0,2,1,4,3,2,0
2563,e,5,3,4,1,5,1,0,1,5,0,1,2,2,3,3,0,2,1,4,3,1,0
2564,e,2,0,3,1,5,1,0,1,5,0,1,2,2,6,6,0,2,1,4,2,2,0
2565,e,5,0,2,1,5,1,0,1,10,0,1,2,2,7,6,0,2,1,4,2,1,0
2566,p,5,0,3,0,2,1,0,1,7,1,1,1,1,0,6,0,2,1,2,1,1,0
2567,e,5,3,2,1,5,1,0,1,5,0,1,2,2,7,6,0,2,1,4,2,1,0
2568,e,2,0,3,1,5,1,0,1,7,0,1,2,2,3,3,0,2,1,4,3,2,0
2569,e,2,3,2,1,5,1,0,1,10,0,1,2,2,7,7,0,2,1,4,2,2,0
2570,e,5,0,2,1,5,1,0,1,7,0,1,2,2,6,6,0,2,1,4,3,2,0
2571,p,5,0,3,0,2,1,0,1,7,1,1,1,1,0,6,0,2,1,2,1,2,1
2572,e,5,3,4,1,5,1,0,1,10,0,1,2,2,7,3,0,2,1,4,3,1,0
2573,e,5,3,4,1,5,1,0,1,7,0,1,2,2,3,6,0,2,1,4,2,2,0
2574,e,5,3,4,1,5,1,0,1,7,0,1,2,2,3,7,0,2,1,4,2,2,0
2575,e,5,3,4,1,5,1,0,1,5,0,1,2,2,7,7,0,2,1,4,2,1,0
2576,e,5,3,3,1,5,1,0,1,9,0,1,2,2,7,3,0,2,1,4,3,1,0
2577,e,5,3,4,1,5,1,0,1,5,0,1,2,2,7,3,0,2,1,4,2,1,0
2578,e,5,0,3,1,5,1,0,1,7,0,1,2,2,3,3,0,2,1,4,2,1,0
2579,e,5,3,2,1,5,1,0,1,5,0,1,2,2,6,6,0,2,1,4,2,1,0
2580,e,5,3,2,1,5,1,0,1,5,0,1,2,2,6,7,0,2,1,4,2,2,0
2581,e,5,3,3,1,5,1,0,1,7,0,1,2,2,6,3,0,2,1,4,3,2,0
2582,e,2,0,2,1,5,1,0,1,5,0,1,2,2,7,3,0,2,1,4,3,2,0
2583,e,2,0,4,1,5,1,0,1,5,0,1,2,2,6,6,0,2,1,4,2,2,0
2584,e,2,0,4,1,5,1,0,1,10,0,1,2,2,7,3,0,2,1,4,3,2,0
2585,e,5,3,3,1,5,1,0,1,7,0,1,2,2,6,6,0,2,1,4,3,2,0
2586,e,5,3,3,1,5,1,0,1,10,0,1,2,2,6,3,0,2,1,4,3,1,0
2587,e,5,0,2,1,5,1,0,1,9,0,1,2,2,6,3,0,2,1,4,2,2,0
2588,e,2,0,4,1,5,1,0,1,10,0,1,2,2,3,3,0,2,1,4,3,2,0
2589,e,2,0,4,1,5,1,0,1,7,0,1,2,2,6,3,0,2,1,4,3,2,0
2590,e,5,3,2,1,5,1,0,1,7,0,1,2,2,3,6,0,2,1,4,2,1,0
2591,e,5,3,4,1,5,1,0,1,5,0,1,2,2,6,7,0,2,1,4,3,2,0
2592,e,2,0,4,1,5,1,0,1,7,0,1,2,2,7,7,0,2,1,4,2,1,0
2593,e,2,0,4,1,5,1,0,1,10,0,1,2,2,6,6,0,2,1,4,3,2,0
2594,p,5,0,3,0,2,1,0,1,2,1,1,1,1,0,4,0,2,1,2,1,2,4
2595,e,5,0,3,1,5,1,0,1,5,0,1,2,2,7,7,0,2,1,4,2,1,0
2596,e,5,3,4,1,5,1,0,1,10,0,1,2,2,3,3,0,2,1,4,3,1,0
2597,e,5,0,3,1,5,1,0,1,5,0,1,2,2,7,3,0,2,1,4,3,1,0
2598,e,5,0,3,1,5,1,0,1,5,0,1,2,2,6,6,0,2,1,4,3,1,0
2599,e,5,3,3,1,5,1,0,1,10,0,1,2,2,3,7,0,2,1,4,2,2,0
2600,e,2,0,4,1,5,1,0,1,9,0,1,2,2,7,7,0,2,1,4,2,1,0
2601,e,2,0,3,1,5,1,0,1,5,0,1,2,2,3,3,0,2,1,4,2,1,0
2602,e,5,3,4,1,5,1,0,1,5,0,1,2,2,6,3,0,2,1,4,2,2,0
2603,e,5,0,2,1,5,1,0,1,10,0,1,2,2,6,7,0,2,1,4,2,1,0
2604,e,2,0,4,1,5,1,0,1,5,0,1,2,2,3,7,0,2,1,4,3,2,0
2605,p,5,0,3,0,2,1,0,1,2,1,1,1,1,6,4,0,2,1,2,1,2,4
2606,e,5,0,2,1,5,1,0,1,7,0,1,2,2,6,7,0,2,1,4,3,2,0
2607,e,2,0,4,1,5,1,0,1,5,0,1,2,2,3,3,0,2,1,4,3,2,0
2608,e,5,0,2,1,5,1,0,1,5,0,1,2,2,7,6,0,2,1,4,2,1,0
2609,e,5,0,2,1,5,1,0,1,5,0,1,2,2,7,3,0,2,1,4,3,2,0
2610,e,5,3,2,1,5,1,0,1,7,0,1,2,2,6,6,0,2,1,4,2,1,0
2611,e,2,3,3,1,5,1,0,1,10,0,1,2,2,6,7,0,2,1,4,3,2,0
2612,e,2,0,4,1,5,1,0,1,9,0,1,2,2,7,3,0,2,1,4,3,1,0
2613,e,5,0,3,1,5,1,0,1,5,0,1,2,2,3,3,0,2,1,4,3,1,0
2614,e,2,0,3,1,5,1,0,1,7,0,1,2,2,6,3,0,2,1,4,2,2,0
2615,e,5,3,4,1,5,1,0,1,10,0,1,2,2,7,6,0,2,1,4,2,1,0
2616,e,5,3,3,1,5,1,0,1,7,0,1,2,2,7,7,0,2,1,4,3,1,0
2617,e,5,3,3,1,5,1,0,1,9,0,1,2,2,3,7,0,2,1,4,3,1,0
2618,e,5,0,4,1,5,1,0,1,10,0,1,2,2,7,7,0,2,1,4,3,1,0
2619,e,5,3,2,1,5,1,0,1,7,0,1,2,2,3,3,0,2,1,4,2,1,0
2620,e,2,0,4,1,5,1,0,1,9,0,1,2,2,3,3,0,2,1,4,3,2,0
2621,e,5,3,2,1,5,1,0,1,5,0,1,2,2,6,6,0,2,1,4,3,2,0
2622,e,5,0,4,1,5,1,0,1,5,0,1,2,2,7,3,0,2,1,4,3,1,0
2623,e,2,0,4,1,5,1,0,1,9,0,1,2,2,6,3,0,2,1,4,2,1,0
